store_id,dept_id,avg_holdiay_sales,avg_non_holiday_sales,holiday_delta,holiday_lift_pct,total_holiday_sales,total_non_holiday_sales,holiday_weeks,non_holiday_weeks
17,19,,4266.9625,,,0,51203.55,0,12
21,97,,3235.741764706,,,0,55007.61,0,17
24,55,45841.8,13514.586666667,32327.213333333,2.392023828,45841.8,202718.8,1,15
27,74,30437.61,27218.059090909,3219.550909091,0.118287307,30437.61,299398.65,1,11
35,98,65.933333333,84.590714286,-18.657380953,-0.220560627,197.8,1184.27,3,14
14,2,63826.175,79815.136363636,-15988.961363636,-0.200324927,127652.35,877966.5,2,11
6,3,13918.23,13881.415833333,36.814166667,0.002652047,13918.23,333153.98,1,24
10,37,,3938.463636364,,,0,43323.1,0,11
11,13,39589.233333333,39898.735454545,-309.502121212,-0.007757191,118767.7,877772.18,3,22
15,91,3644.79,3465.963846154,178.826153846,0.051594928,3644.79,45057.53,1,13
16,52,2370.84,1667.023076923,703.816923077,0.422199868,2370.84,21671.3,1,13
28,16,,6838.58,,,0,102578.7,0,15
29,98,,168.222307692,,,0,2186.89,0,13
38,17,609.42,405.638,203.782,0.502374038,609.42,4056.38,1,10
38,67,,722.472941176,,,0,12282.04,0,17
38,21,1027.2,1050.064,-22.864,-0.021773911,3081.6,15750.96,3,15
13,14,26879.65,23428.584,3451.066,0.147301519,26879.65,468571.68,1,20
21,18,35.62,10739.433571429,-10703.813571429,-0.996683252,35.62,150352.07,1,14
29,55,,4430.901666667,,,0,53170.82,0,12
43,44,,2.856666667,,,0,8.57,0,3
18,80,1033.69,291.803846154,741.886153846,2.542413898,1033.69,3793.45,1,13
25,44,3007.86,3663.166,-655.306,-0.17889061,3007.86,18315.83,1,5
31,28,725.85,639.967,85.883,0.134199107,2903.4,6399.67,4,10
9,16,2772.15,11882.878421053,-9110.728421053,-0.766710564,2772.15,225774.69,1,19
31,1,21365.26,17507.315,3857.945,0.220361889,42730.52,350146.3,2,20
5,17,,2485.967894737,,,0,47233.39,0,19
21,54,84.72,172.586666667,-87.866666667,-0.509116193,84.72,2588.8,1,15
30,26,,4.7425,,,0,18.97,0,4
43,40,16028.02,18398.611333333,-2370.591333333,-0.12884621,32056.04,275979.17,2,15
45,20,4664.35,5155.147142857,-490.797142857,-0.095205264,4664.35,72172.06,1,14
6,38,,72862.649473684,,,0,1384390.34,0,19
11,25,6661.87,11540.718095238,-4878.848095238,-0.422750825,6661.87,242355.08,1,21
14,20,7679.455,12309.946363636,-4630.491363636,-0.376158533,15358.91,135409.41,2,11
20,11,,27080.106470588,,,0,460361.81,0,17
9,47,,-70.086666667,,,0,-210.26,0,3
19,17,,15657.790714286,,,0,219209.07,0,14
28,49,,14717.659375,,,0,235482.55,0,16
43,27,,9.94,,,0,9.94,0,1
16,36,2415.593333333,1832.900769231,582.692564102,0.317907316,7246.78,23827.71,3,13
37,10,391.98,402.036666667,-10.056666667,-0.025014302,1959.9,4824.44,5,12
43,32,,16.49,,,0,181.39,0,11
13,91,83522.67,81074.396923077,2448.273076923,0.030197857,167045.34,1053967.16,2,13
14,28,1164.495,1330.854285714,-166.359285714,-0.125001878,2328.99,27947.94,2,21
33,7,,382.925294118,,,0,6509.73,0,17
35,25,14040.705,14217.16,-176.455,-0.01241141,28081.41,113737.28,2,8
42,95,55253.685,61726.882666667,-6473.197666667,-0.104868372,110507.37,925903.24,2,15
21,28,754.39,760.546428571,-6.156428571,-0.008094744,1508.78,10647.65,2,14
34,7,,23908.104,,,0,358621.56,0,15
8,26,,5318.781666667,,,0,63825.38,0,12
10,34,61125.31,48061.83,13063.48,0.271805714,61125.31,576741.96,1,12
35,82,,10422.562857143,,,0,145915.88,0,14
12,47,,-364.713333333,,,0,-1094.14,0,3
32,16,3364,23856.167777778,-20492.167777778,-0.858988249,6728,214705.51,2,9
19,85,4879.46,4309.756,569.704,0.132189386,4879.46,43097.56,1,10
7,48,,1441.307692308,,,0,18737,0,13
14,78,,6,,,0,12,0,2
1,80,16547.09,17395.831538462,-848.741538462,-0.048789938,33094.18,226145.81,2,13
6,8,48092.06,47189.662727273,902.397272727,0.019122774,48092.06,1038172.58,1,22
15,49,9327.855,8252.476,1075.379,0.130309861,18655.71,82524.76,2,10
38,72,157.45,145.183076923,12.266923077,0.084492789,314.9,1887.38,2,13
36,72,,-13.72,,,0,-54.88,0,4
2,45,,20.938,,,0,104.69,0,5
11,78,,2,,,0,2,0,1
2,78,,11,,,0,22,0,2
38,99,,25,,,0,25,0,1
26,47,,52.42,,,0,52.42,0,1
9,97,,371.05,,,0,371.05,0,1
4,29,10169.4,9746.679166667,422.720833333,0.043370755,20338.8,116960.15,2,12
4,14,49224.315,26105.926428571,23118.388571429,0.885560933,98448.63,365482.97,2,14
6,31,3602.036666667,3233.245,368.791666667,0.114062394,10806.11,51731.92,3,16
6,41,,2555.611428571,,,0,53667.84,0,21
6,85,2760.135,3019.0485,-258.9135,-0.085759967,5520.27,60380.97,2,20
7,9,,28936.324615385,,,0,376172.22,0,13
9,22,6161.22,4602.904782609,1558.315217391,0.338550392,6161.22,105866.81,1,23
12,27,3048.46,1949.881428571,1098.578571429,0.563407885,3048.46,27298.34,1,14
18,16,5544.96,17132.803636364,-11587.843636364,-0.676354196,5544.96,376921.68,1,22
18,91,,15046.124347826,,,0,346060.86,0,23
20,4,49855.855,49899.42,-43.565,-0.000873056,99711.71,698591.88,2,14
20,12,,8771.145333333,,,0,131567.18,0,15
21,10,13514.98,15741.967826087,-2226.987826087,-0.141468198,13514.98,362065.26,1,23
22,49,20.79,8.745,12.045,1.377358491,20.79,52.47,1,6
24,35,2250,3276.423846154,-1026.423846154,-0.313275661,2250,42593.51,1,13
24,56,744.415,6123.512307692,-5379.097307692,-0.87843333,1488.83,79605.66,2,13
24,8,54698.34,48352.948,6345.392,0.131230716,54698.34,241764.74,1,5
26,27,,885.738571429,,,0,12400.34,0,14
26,16,,13395.961333333,,,0,200939.42,0,15
27,29,7973.56,7596.415882353,377.144117647,0.04964764,7973.56,129139.07,1,17
28,34,15303.87,17583.984705882,-2280.114705882,-0.129669966,30607.74,298927.74,2,17
29,35,,2582.954285714,,,0,54242.04,0,21
36,81,13421.83,12216.864705882,1204.965294118,0.098631304,13421.83,207686.7,1,17
39,41,,1413.854666667,,,0,21207.82,0,15
7,21,2130.48,1734.137857143,396.342142857,0.228552846,4260.96,24277.93,2,14
8,4,24354.22,21440.559230769,2913.660769231,0.135894812,48708.44,278727.27,2,13
9,91,,983.5255,,,0,19670.51,0,20
15,38,42682.89,51598.600869565,-8915.710869565,-0.17278978,42682.89,1186767.82,1,23
16,98,,36.387,,,0,363.87,0,10
17,55,9868.915,10341.522380952,-472.607380952,-0.045699981,39475.66,217171.97,4,21
20,95,142577.085,151510.7525,-8933.6675,-0.058963917,285154.17,2424172.04,2,16
20,19,43,257.75,-214.75,-0.833171678,43,2577.5,1,10
20,41,2421.52,5848.827857143,-3427.307857143,-0.585982002,2421.52,81883.59,1,14
22,59,,395.974117647,,,0,6731.56,0,17
23,36,,3912.299,,,0,39122.99,0,10
24,4,,31102.043636364,,,0,342122.48,0,11
26,41,,1165.527272727,,,0,12820.8,0,11
26,33,,3353.223888889,,,0,60358.03,0,18
26,14,,9807.191111111,,,0,176529.44,0,18
28,42,6491.813333333,6440.33625,51.477083333,0.007992919,19475.44,103045.38,3,16
28,17,14036.94,10433.48,3603.46,0.345374698,28073.88,177369.16,2,17
30,96,,19273.243809524,,,0,404738.12,0,21
31,6,3267.39,3412.546666667,-145.156666667,-0.04253617,3267.39,51188.2,1,15
35,60,144,86.544444444,57.455555556,0.663884966,144,1557.8,1,18
35,16,4800.26,11879.125833333,-7078.865833333,-0.595907976,4800.26,142549.51,1,12
37,74,,712.2,,,0,10683,0,15
38,14,,956.519545455,,,0,21043.43,0,22
39,83,5905.82,5730.737058824,175.082941176,0.030551557,17717.46,97422.53,3,17
41,2,,48838.601333333,,,0,732579.02,0,15
44,11,897.65,652.616428571,245.033571429,0.375463382,897.65,9136.63,1,14
45,26,7998.9,6739.294285714,1259.605714286,0.186904691,7998.9,94350.12,1,14
2,10,38206.66,37164.73,1041.93,0.028035452,38206.66,371647.3,1,10
2,9,26580.46,32911.844615385,-6331.384615385,-0.192374043,26580.46,427853.98,1,13
6,48,1480,1736.666666667,-256.666666667,-0.147792706,1480,26050,1,15
6,54,91.38,106.081428571,-14.701428571,-0.138586261,182.76,1485.14,2,14
8,20,5000.885,3795.610909091,1205.274090909,0.317544163,10001.77,41751.72,2,11
9,79,,12421.510555556,,,0,223587.19,0,18
12,98,,795.031111111,,,0,14310.56,0,18
13,92,155616.52,160414.943157895,-4798.423157895,-0.02991257,311233.04,3047883.92,2,19
13,97,25337.045,28127.273333333,-2790.228333333,-0.0992001,50674.09,337527.28,2,12
14,41,2787.685,4842.438571429,-2054.753571429,-0.424322073,5575.37,67794.14,2,14
14,95,147752.49,146903.779411765,848.710588235,0.005777323,147752.49,2497364.25,1,17
17,52,,3637.456666667,,,0,76386.59,0,21
18,13,37964.715,42466.451666667,-4501.736666667,-0.106006895,75929.43,764396.13,2,18
19,83,5125.76,3835.825263158,1289.934736842,0.336286105,5125.76,72880.68,1,19
20,35,5259.71,5708.556923077,-448.846923077,-0.078627038,21038.84,74211.24,4,13
23,60,114.4,146.584615385,-32.184615385,-0.219563392,114.4,1905.6,1,13
24,18,,3774.729166667,,,0,45296.75,0,12
26,11,,13419.672941176,,,0,228134.44,0,17
26,19,1404.745,1317.7,87.045,0.066058283,5618.98,21083.2,4,16
28,97,15673.88,21902.784615385,-6228.904615385,-0.284388708,15673.88,284736.2,1,13
32,74,15193.5,14994.059411765,199.440588235,0.013301307,15193.5,254899.01,1,17
35,2,,43173.821111111,,,0,777128.78,0,18
38,3,591.94,625.873571429,-33.933571429,-0.054217933,591.94,8762.23,1,14
38,12,,66.32,,,0,663.2,0,10
38,42,98.65,93.33,5.32,0.057002036,98.65,1399.95,1,15
45,34,,15496.932857143,,,0,216957.06,0,14
11,92,96233.145,74503.5795,21729.5655,0.291658007,192466.29,1490071.59,2,20
13,1,51112.61,40033.014285714,11079.595714286,0.276761466,51112.61,840693.3,1,21
15,1,17198.39,15803.945454545,1394.444545455,0.088233951,17198.39,347686.8,1,22
17,97,,7843.973333333,,,0,141191.52,0,18
17,44,7860.09,8040.425,-180.335,-0.022428541,23580.27,96485.1,3,12
18,54,41.92,135.898181818,-93.978181818,-0.691533769,41.92,1494.88,1,11
32,81,18355.97,17007.64,1348.33,0.079277901,18355.97,272122.24,1,16
32,8,24689.09,24629.29952381,59.79047619,0.002427616,49378.18,517215.29,2,21
32,44,,3954.307692308,,,0,51406,0,13
35,20,14086.146666667,12114.1725,1971.974166667,0.162782408,42258.44,193826.76,3,16
35,11,,20385.240909091,,,0,448475.3,0,22
40,36,387.18,920.265882353,-533.085882353,-0.579273765,774.36,15644.52,2,17
41,32,,5300.375789474,,,0,100707.14,0,19
43,8,11029.16,13661.829411765,-2632.669411765,-0.192702553,11029.16,232251.1,1,17
45,24,,5016.822631579,,,0,95319.63,0,19
3,95,13592.37,15685.237272727,-2092.867272727,-0.133429111,27184.74,172537.61,2,11
6,55,46033.06,15702.315384615,30330.744615385,1.931609694,46033.06,204130.1,1,13
7,38,31528.49,32038.0965,-509.6065,-0.015906266,31528.49,640761.93,1,20
9,38,69187.39,81468.914545455,-12281.524545455,-0.150751052,138374.78,896158.06,2,11
13,52,,4561.276818182,,,0,100348.09,0,22
22,36,1441.5,2554.14,-1112.64,-0.435622166,1441.5,48528.66,1,19
24,45,,21.895,,,0,131.37,0,6
28,40,50887.906666667,46143.192,4744.714666667,0.102825887,152663.72,692147.88,3,15
29,3,,7946.830769231,,,0,103308.8,0,13
30,93,23962.575,22244.898571429,1717.676428571,0.077216645,47925.15,311428.58,2,14
31,20,6025.69,7161.772857143,-1136.082857143,-0.158631512,12051.38,100264.82,2,14
34,54,,44.223333333,,,0,663.35,0,15
35,42,,8163.705384615,,,0,106128.17,0,13
37,1,16184.33,11352.115238095,4832.214761905,0.425666465,16184.33,238394.42,1,21
4,10,43635.6,37197.779444444,6437.820555556,0.173070023,43635.6,669560.03,1,18
4,44,,5253.017894737,,,0,99807.34,0,19
6,16,,28215.960909091,,,0,310375.57,0,11
6,11,,21300.585333333,,,0,319508.78,0,15
9,25,,5095.070769231,,,0,66235.92,0,13
9,13,,21781.720714286,,,0,304944.09,0,14
11,40,55022.11,54447.156363636,574.953636364,0.010559847,110044.22,1197837.44,2,22
14,87,19208.36,18461.741538462,746.618461538,0.040441388,19208.36,240002.64,1,13
30,79,5095.87,5739.16,-643.29,-0.112087832,5095.87,45913.28,1,8
34,21,,4178.064117647,,,0,71027.09,0,17
42,60,,305.076923077,,,0,3966,0,13
6,23,29310.416666667,30499.6532,-1189.236533333,-0.038991805,87931.25,762491.33,3,25
11,82,23527.35,24650.026875,-1122.676875,-0.045544651,47054.7,394400.43,2,16
21,67,4018.77,5866.378461538,-1847.608461538,-0.314948733,8037.54,76262.92,2,13
25,52,,1636.35,,,0,24545.25,0,15
25,55,8169.846666667,5937.27,2232.576666667,0.376027478,24509.54,83121.78,3,14
26,12,6619.12,4416.954285714,2202.165714286,0.49857109,6619.12,61837.36,1,14
32,80,,16798.079166667,,,0,201576.95,0,12
34,46,15511.405,16397.849285714,-886.444285714,-0.05405857,31022.81,229569.89,2,14
41,25,6896.29,7481.407727273,-585.117727273,-0.078209576,6896.29,164590.97,1,22
41,72,137143.836666667,49859.676190476,87284.160476191,1.750596216,411431.51,1047053.2,3,21
4,33,9416.12,10823.85125,-1407.73125,-0.130058259,18832.24,173181.62,2,16
5,1,11757.5,9387.56,2369.94,0.252455377,23515,112650.72,2,12
12,21,4179.9,4417.096153846,-237.196153846,-0.053699568,4179.9,57422.25,1,13
16,72,74408.91,31931.888,42477.022,1.33023835,148817.82,319318.88,2,10
16,91,6150.43,3444.4635,2705.9665,0.785598831,6150.43,68889.27,1,20
24,34,15049.856666667,17125.504444444,-2075.647777777,-0.121202139,45149.57,308259.08,3,18
27,83,,8839.651176471,,,0,150274.07,0,17
42,23,45.95,40.986363636,4.963636364,0.12110458,45.95,450.85,1,11
44,31,3.5,14.728333333,-11.228333333,-0.762362793,3.5,176.74,1,12
2,96,32120.35,33474.1675,-1353.8175,-0.04044365,32120.35,535586.68,1,16
5,16,,10107.668571429,,,0,141507.36,0,14
5,25,2630.1,3567.012857143,-936.912857143,-0.262660353,5260.2,24969.09,2,7
6,17,19625.525,17436.4875,2189.0375,0.12554349,39251.05,209237.85,2,12
8,80,,10166.34875,,,0,81330.79,0,8
12,72,68339.885,54001.361428571,14338.523571429,0.26552152,273359.54,1134028.59,4,21
16,21,4378.96,3330.412,1048.548,0.314840326,4378.96,66608.24,1,20
17,60,220,421.811111111,-201.811111111,-0.478439533,220,7592.6,1,18
21,79,28275.34,23130.616666667,5144.723333333,0.2224205,28275.34,346959.25,1,15
21,24,12451.3625,8279.761428571,4171.601071429,0.503831071,49805.45,115916.66,4,14
28,38,,49207.961111111,,,0,885743.3,0,18
30,20,,67.343636364,,,0,740.78,0,11
37,67,1970.95,2751.961538462,-781.011538462,-0.283801764,1970.95,35775.5,1,13
38,13,8851.07,10104.371428571,-1253.301428571,-0.124035566,8851.07,141461.2,1,14
42,25,75.64,67.620833333,8.019166667,0.118590178,75.64,811.45,1,12
19,99,,601,,,0,3005,0,5
20,83,5653.75,5754.508,-100.758,-0.017509403,5653.75,86317.62,1,15
21,40,36983.605,39763.240714286,-2779.635714286,-0.069904657,73967.21,556685.37,2,14
27,5,,22350.71,,,0,379962.07,0,17
27,13,52360.66,53952.487142857,-1591.827142857,-0.02950424,52360.66,755334.82,1,14
40,11,14737.593333333,11421.433333333,3316.16,0.290345345,44212.78,205585.8,3,18
14,51,,34.249333333,,,0,513.74,0,15
34,8,25307.66,26536.297142857,-1228.637142857,-0.046300248,25307.66,371508.16,1,14
37,83,2413.42,2410.939411765,2.480588235,0.001028889,2413.42,40985.97,1,17
40,51,3.12,15.437142857,-12.317142857,-0.797890061,3.12,108.06,1,7
10,9,72120.57,62182.588,9937.982,0.159819369,72120.57,1243651.76,1,20
19,25,,13536.410526316,,,0,257191.8,0,19
20,56,2380.175,7929.366666667,-5549.191666667,-0.699827855,4760.35,95152.4,2,12
21,93,,630.85,,,0,12617,0,20
23,17,34616.315,28840.128421053,5776.186578947,0.20028297,69232.63,547962.44,2,19
40,16,,16002.100454545,,,0,352046.21,0,22
44,18,534.42,225.7,308.72,1.367833407,534.42,2257,1,10
45,12,2210.21,3734.395625,-1524.185625,-0.408147871,2210.21,59750.33,1,16
10,36,,3847.544782609,,,0,88493.53,0,23
15,78,,11,,,0,22,0,2
19,2,44808.936666667,50291.6275,-5482.690833333,-0.109017964,134426.81,1005832.55,3,20
21,2,49826.86,46445.880833333,3380.979166667,0.072793951,49826.86,557350.57,1,12
25,7,,22141.893076923,,,0,287844.61,0,13
32,98,,7838.798571429,,,0,109743.18,0,14
44,95,27828.955,31113.05,-3284.095,-0.105553618,55657.91,466695.75,2,15
2,93,80760.92,70366.454375,10394.465625,0.147719048,80760.92,1125863.27,1,16
3,82,6508.63,6881.628421053,-372.998421053,-0.054202058,6508.63,130750.94,1,19
15,13,,19626.002857143,,,0,274764.04,0,14
27,96,,22012.6725,,,0,264152.07,0,12
29,47,,27,,,0,27,0,1
30,4,12352.515,13426.293076923,-1073.778076923,-0.079975766,24705.03,174541.81,2,13
43,60,,475.783333333,,,0,5709.4,0,12
12,71,6341.18,7523.114285714,-1181.934285714,-0.157107049,6341.18,105323.6,1,14
12,96,11,50,-39,-0.78,11,100,1,2
12,59,831.27,652.285555556,178.984444444,0.274395842,1662.54,11741.14,2,18
4,49,5153.78,7912.665833333,-2758.885833333,-0.348667047,5153.78,94951.99,1,12
8,32,9262.345,4669.470909091,4592.874090909,0.983596253,18524.69,51364.18,2,11
8,74,10478.01,8365.797647059,2112.212352941,0.252481884,10478.01,142218.56,1,17
9,23,,10313.703571429,,,0,144391.85,0,14
19,11,17995.84,23120.057894737,-5124.217894737,-0.221635167,35991.68,439281.1,2,19
27,52,4194.26,2031.665714286,2162.594285714,1.064443954,4194.26,42664.98,1,21
19,1,,19065.99,,,0,381319.8,0,20
31,14,,16678.678666667,,,0,250180.18,0,15
35,97,3421.74,3897.752,-476.012,-0.122124753,6843.48,77955.04,2,20
41,10,17651.33,15762.346428571,1888.983571429,0.119841521,17651.33,220672.85,1,14
32,94,44750.48,48888.546666667,-4138.066666667,-0.084642865,89500.96,586662.56,2,12
25,59,707.856666667,587.775714286,120.080952381,0.204297234,2123.57,4114.43,3,7
28,3,20119.19,11370.170769231,8749.019230769,0.769471225,20119.19,147812.22,1,13
38,24,,6.403333333,,,0,19.21,0,3
10,14,41480.763333333,42141.215,-660.451666667,-0.015672345,124442.29,589977.01,3,14
15,60,189,101.926315789,87.073684211,0.854280698,189,1936.6,1,19
19,58,,4534.958333333,,,0,54419.5,0,12
21,34,,18786.333529412,,,0,319367.67,0,17
30,23,,27.69,,,0,138.45,0,5
36,31,,26.5,,,0,53,0,2
32,45,17.94,12.81,5.13,0.400468384,17.94,89.67,1,7
19,44,8433.48,5088.052631579,3345.427368421,0.657506439,8433.48,96673,1,19
28,72,42717.22,55398.164444444,-12680.944444444,-0.228905498,42717.22,498583.48,1,9
2,97,43685.33,42909.385555556,775.944444444,0.018083327,43685.33,386184.47,1,9
29,77,183,,,,183,0,1,0
32,1,18257.82,20854.275384615,-2596.455384615,-0.124504704,18257.82,271105.58,1,13
38,22,14.32,71.654285714,-57.334285714,-0.800151521,14.32,501.58,1,7
30,1,,9296.431818182,,,0,102260.75,0,11
41,58,,4765.236842105,,,0,90539.5,0,19
5,52,308.06,497.126666667,-189.066666667,-0.380318899,308.06,4474.14,1,9
25,41,9082.24,2524.902,6557.338,2.597066342,9082.24,25249.02,1,10
31,96,42869.09,30549.885454545,12319.204545455,0.403248797,42869.09,336048.74,1,11
39,24,4725.64,6262.111666667,-1536.471666667,-0.245359992,14176.92,75145.34,3,12
33,81,9778.38,9011.408571429,766.971428571,0.085111159,9778.38,126159.72,1,14
14,80,,35653.900714286,,,0,499154.61,0,14
21,78,,12,,,0,12,0,1
8,97,,17124.05,,,0,273984.8,0,16
38,6,,32.892222222,,,0,296.03,0,9
30,44,,7,,,0,14,0,2
29,49,44.55,57.024,-12.474,-0.21875,44.55,285.12,1,5
21,45,,19.96,,,0,19.96,0,1
1,78,,10,,,0,10,0,1
36,33,,7,,,0,7,0,1
3,72,21562.44,19329.65,2232.79,0.115511145,21562.44,251285.45,1,13
4,90,,87167.70125,,,0,1394683.22,0,16
4,37,3505.766666667,3702.447222222,-196.680555555,-0.053121772,10517.3,66644.05,3,18
6,91,47875.05,44933.36,2941.69,0.065467839,47875.05,718933.76,1,16
9,85,1080.05,796.665833333,283.384166667,0.355712715,1080.05,9559.99,1,12
13,37,,3636.676875,,,0,58186.83,0,16
15,95,21505.83,27831.296470588,-6325.466470588,-0.227278901,21505.83,473132.04,1,17
17,95,,51695.673636364,,,0,568652.41,0,11
18,10,17486.22,16456.177777778,1030.042222222,0.062593042,34972.44,296211.2,2,18
22,72,96290.85,61173.124545455,35117.725454545,0.574071142,192581.7,672904.37,2,11
25,26,5107.27,3540.20125,1567.06875,0.442649623,15321.81,56643.22,3,16
25,8,25898.21,30229.262941176,-4331.052941176,-0.143273521,25898.21,513897.47,1,17
30,6,5.44,40.1,-34.66,-0.864339152,5.44,280.7,1,7
31,83,9496.39,8432.728421053,1063.661578947,0.126134926,9496.39,160221.84,1,19
31,81,,25029.97,,,0,375449.55,0,15
31,31,,2124.618888889,,,0,19121.57,0,9
32,46,,26435.284761905,,,0,555140.98,0,21
33,90,29073.94,25068.386666667,4005.553333333,0.159785047,29073.94,526436.12,1,21
34,71,2173.6,2086.63,86.97,0.041679646,2173.6,33386.08,1,16
34,49,,3776.941818182,,,0,83092.72,0,22
34,94,34902.4,36776.424545455,-1874.024545455,-0.050957225,104707.2,809081.34,3,22
35,23,24428.86,42047.404545455,-17618.544545455,-0.419016221,24428.86,462521.45,1,11
35,56,,637.989230769,,,0,8293.86,0,13
36,25,,25.406666667,,,0,304.88,0,12
37,7,419.35,882.406315789,-463.056315789,-0.524765414,419.35,16765.72,1,19
38,32,36.44,45.798461538,-9.358461538,-0.204340085,72.88,595.38,2,13
38,7,425.456666667,378.7965,46.660166667,0.123180036,1276.37,7575.93,3,20
39,55,24540.89,9320.498,15220.392,1.633002013,24540.89,93204.98,1,10
1,44,3802.42,4629.024210526,-826.604210526,-0.178569861,3802.42,87951.46,1,19
2,23,45629.58,28661.949285714,16967.630714286,0.591991513,45629.58,401267.29,1,14
4,93,,67926.650625,,,0,1086826.41,0,16
5,18,39.85,1525.9325,-1486.0825,-0.973884821,39.85,12207.46,1,8
6,1,,22072.85,,,0,353165.6,0,16
6,26,,9772.496875,,,0,156359.95,0,16
10,58,8905.5,5115.433333333,3790.066666667,0.740908232,17811,76731.5,2,15
11,93,32405.28,30627.463125,1777.816875,0.058046495,32405.28,490039.41,1,16
12,36,83.5,2682.438,-2598.938,-0.968871601,83.5,53648.76,1,20
13,26,,12115.245714286,,,0,169613.44,0,14
13,10,24505.74,29971.78,-5466.04,-0.182372885,24505.74,569463.82,1,19
13,24,8284.92,9913.223125,-1628.303125,-0.164255672,8284.92,158611.57,1,16
14,83,,11273.676666667,,,0,236747.21,0,21
17,98,26.73,170.0815,-143.3515,-0.84284005,26.73,3401.63,1,20
22,17,15982.12,14079.127142857,1902.992857143,0.135164122,47946.36,295661.67,3,21
23,46,,38205.079444444,,,0,687691.43,0,18
24,96,11950.705,13242.267333333,-1291.562333333,-0.097533323,23901.41,198634.01,2,15
28,91,60589.808,60220.999473684,368.808526316,0.006124251,302949.04,1144198.99,5,19
28,2,54977.336666667,57636.319375,-2658.982708333,-0.046133805,164932.01,922181.11,3,16
29,44,,2042.902666667,,,0,30643.54,0,15
29,4,,14886.546666667,,,0,223298.2,0,15
30,10,173.325,193.471052632,-20.146052632,-0.104129545,346.65,3675.95,2,19
32,95,81205.525,83906.738421053,-2701.213421053,-0.032193045,162411.05,1594228.03,2,19
36,26,105.75,200.641363636,-94.891363636,-0.472940185,105.75,4414.11,1,22
41,82,,17770.552173913,,,0,408722.7,0,23
41,35,1373,2100.226315789,-727.226315789,-0.346260929,1373,39904.3,1,19
45,42,4420.46,4173.70375,246.75625,0.059121649,8840.92,100168.89,2,24
45,2,27384.43,35480.569090909,-8096.139090909,-0.228185153,27384.43,780572.52,1,22
1,90,88209.2875,82862.795714286,5346.491785714,0.064522223,352837.15,1160079.14,4,14
1,24,4212.08,6213.45125,-2001.37125,-0.322102994,4212.08,99415.22,1,16
1,52,3385.22,2197.354210526,1187.865789474,0.540589125,3385.22,41749.73,1,19
2,22,,12003.217692308,,,0,156041.83,0,13
5,11,6733.99,6815.779333333,-81.789333333,-0.011999997,13467.98,102236.69,2,15
6,81,12865.83,15610.320625,-2744.490625,-0.175812572,12865.83,249765.13,1,16
8,93,,28264.769,,,0,565295.38,0,20
8,85,2379.97,2174.018571429,205.951428571,0.094733059,2379.97,30436.26,1,14
9,67,7826.84,3166.940714286,4659.899285714,1.471419804,7826.84,44337.17,1,14
10,56,968.35,1129.468888889,-161.118888889,-0.142650134,968.35,20330.44,1,18
10,52,,5040.441666667,,,0,60485.3,0,12
10,74,44907.39,40255.498571429,4651.891428571,0.115559156,44907.39,563576.98,1,14
11,54,199.28,276.781333333,-77.501333333,-0.280009249,398.56,4151.72,2,15
12,17,,10662.998666667,,,0,159944.98,0,15
15,52,3564.71,1516.622857143,2048.087142857,1.350426135,3564.71,10616.36,1,7
17,40,,47056.944705882,,,0,799968.06,0,17
19,79,,22007.112142857,,,0,308099.57,0,14
21,72,,38071.504117647,,,0,647215.57,0,17
21,90,10753.81,10617.416842105,136.393157895,0.012846172,10753.81,201730.92,1,19
23,96,8399.97,13329.464117647,-4929.494117647,-0.369819377,8399.97,226600.89,1,17
23,71,17550.12,13153.048421053,4397.071578947,0.33430057,17550.12,249907.92,1,19
28,41,1548.713333333,1139.889,408.824333333,0.358652758,4646.14,11398.89,3,10
34,60,,56.752941176,,,0,964.8,0,17
39,98,,9780.6475,,,0,156490.36,0,16
42,56,,43.675,,,0,262.05,0,6
43,17,796.13,685.482666667,110.647333333,0.161415217,796.13,10282.24,1,15
45,22,9897.63,8433.551428571,1464.078571429,0.173601665,19795.26,118069.72,2,14
45,33,7346.98,4395.412727273,2951.567272727,0.671510835,7346.98,48349.54,1,11
2,17,18737.13,13239.987333333,5497.142666667,0.415192442,18737.13,198599.81,1,15
7,7,,11010.512307692,,,0,143136.66,0,13
10,95,70187.97,72783.958666667,-2595.988666667,-0.035667044,70187.97,1091759.38,1,15
11,95,66312.415,78930.5175,-12618.1025,-0.15986342,132624.83,1262888.28,2,16
16,35,,404.659333333,,,0,6069.89,0,15
17,81,6460.63,13055.667647059,-6595.037647059,-0.505147483,6460.63,221946.35,1,17
23,18,10831.185,7955.615882353,2875.569117647,0.361451478,21662.37,135245.47,2,17
25,27,1294.2,1279.802857143,14.397142857,0.0112495,1294.2,26875.86,1,21
25,83,,256.529411765,,,0,4361,0,17
28,96,,27123.024666667,,,0,406845.37,0,15
29,25,,6326.109,,,0,63261.09,0,10
33,74,373.3,342.228571429,31.071428571,0.090791451,373.3,7186.8,1,21
35,49,,-44.861428571,,,0,-314.03,0,7
37,23,56.16,51.271538462,4.888461538,0.095344546,56.16,666.53,1,13
41,26,4775.01,7128.266666667,-2353.256666667,-0.330130279,4775.01,106924,1,15
41,28,,577.393333333,,,0,8660.9,0,15
42,13,15527.58,15386.379166667,141.200833333,0.009177002,15527.58,184636.55,1,12
